"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"312534",325200,52,41,379,1,7,"0"
"312542",325200,52,40,379,2,4,"0"
"312546",325200,52,82,379,2,3,"1"
"312548",325200,52,41,379,2,4,"0"
"312553",325200,52,40,379,2,4,"0"
"312555",325200,52,40,379,2,4,"0"
"312558",325200,52,41,379,2,3,"1"
"312559",325200,52,40,379,7,7,"0"
"312566",325200,52,40,379,2,4,"0"
"312568",325200,52,40,379,1,7,"0"
"312570",325200,52,40,379,3,7,"0"
"312572",325200,52,40,379,9,7,"0"
"312575",325200,52,40,379,1,7,"0"
"312577",325200,52,40,379,3,7,"0"
"312579",325200,52,31,379,9,7,"0"
"312582",325200,52,40,379,3,7,"0"
"312584",325200,52,40,379,1,7,"0"
"312586",325200,52,31,379,1,7,"0"
"312588",325200,52,40,379,1,7,"0"
"312590",325200,52,40,379,1,7,"0"
"312592",325200,52,31,379,1,7,"0"
"312594",325200,52,40,379,1,7,"0"
"312596",326800,177,31,1,2,4,"0"
"312599",326800,177,31,1,2,4,"0"
"312601",326800,177,22,1,2,4,"0"
"312604",326800,177,82,1,2,4,"0"
"312607",326800,177,22,1,2,5,"0"
"312610",326800,177,40,1,2,4,"0"
"312613",326800,177,22,1,2,4,"0"
"312616",326800,23,27,13,2,4,"0"
"312617",326800,23,22,13,2,3,"1"
"312620",326800,23,27,13,2,4,"0"
"312623",326800,23,22,13,2,5,"0"
"312625",326800,23,40,13,8,7,"0"
"312634",326800,23,22,13,2,4,"0"
"312641",326800,23,40,13,8,7,"0"
"312648",326800,23,22,13,7,7,"0"
"312659",326800,23,22,13,7,7,"0"
"312667",326800,23,27,13,2,4,"0"
"312671",326800,23,22,13,8,7,"0"
"312680",326800,23,40,13,7,7,"0"
"312688",326800,23,27,13,2,4,"0"
"312692",326800,23,59,13,2,4,"0"
"312695",326800,23,27,13,7,7,"0"
"312707",326800,23,31,13,9,7,"0"
"312718",326800,23,31,13,2,4,"0"
"312721",326800,54,40,13,2,4,"0"
"312724",326800,23,22,13,2,4,"0"
"312726",326800,23,22,13,2,3,"1"
"312730",326800,23,31,13,7,7,"0"
"312738",326800,23,27,13,8,7,"0"
"312745",326800,23,27,13,8,7,"0"
"312754",326800,23,22,13,8,7,"0"
"312766",326800,23,22,13,2,4,"0"
"312769",326800,23,22,13,7,7,"0"
"312777",326800,23,31,13,7,7,"0"
"312786",326800,23,27,13,2,4,"0"
"312789",326800,23,177,13,2,4,"0"
"312795",326800,23,31,13,2,4,"0"
"312800",326800,23,22,13,2,4,"0"
"312802",326800,23,40,13,2,4,"0"
"312804",326800,23,22,13,2,4,"0"
"312810",326800,23,22,13,2,4,"0"
"312812",326800,23,31,13,2,5,"0"
"312813",326800,23,83,236,7,7,"0"
"312818",326800,53,22,236,7,7,"0"
"312823",326800,23,27,236,1,7,"0"
"312826",326800,23,31,236,2,4,"0"
"312828",326800,23,31,236,2,4,"0"
"312833",326800,23,177,236,8,7,"0"
"312838",326800,23,27,236,2,4,"0"
"312840",326800,23,83,236,2,4,"0"
"312842",326800,53,177,236,2,4,"0"
"312844",326800,23,22,236,2,4,"0"
"312849",326800,160,22,236,9,7,"0"
"312851",326800,23,83,236,2,4,"0"
"312853",326800,23,27,236,2,4,"0"
"312858",326800,23,22,236,7,7,"0"
"312864",326800,23,22,236,2,4,"0"
"312872",326800,23,22,236,9,7,"0"
"312874",326800,23,31,236,2,4,"0"
"312882",326800,23,27,236,8,7,"0"
"312892",326800,23,22,236,2,5,"0"
"312894",326800,23,22,236,8,7,"0"
"312900",326800,23,31,236,3,7,"0"
"312906",326800,23,27,236,2,5,"0"
"312907",326800,23,31,236,2,4,"0"
"312908",326800,23,40,236,7,7,"0"
"312916",326800,23,22,236,9,7,"0"
"312927",326800,23,82,236,8,7,"0"
"312936",326800,23,22,236,7,7,"0"
"312946",326800,23,83,236,2,5,"0"
"312947",326800,23,22,236,2,5,"0"
"312955",326800,23,177,236,2,4,"0"
"312963",326800,23,31,236,2,4,"0"
"312964",326800,23,27,236,7,7,"0"
"312973",326800,23,40,236,8,7,"0"
"312982",326800,23,27,236,2,4,"0"
"312984",326800,23,22,236,2,4,"0"
"312986",326800,23,27,236,2,4,"0"
"312992",326800,23,31,236,2,4,"0"
"312994",326800,23,22,236,8,7,"0"
"313001",326800,23,31,236,2,5,"0"
"313002",326800,23,31,236,2,3,"1"
"313004",326800,23,40,236,9,7,"0"
"313011",326800,23,22,236,2,5,"0"
"313015",326800,23,31,236,2,4,"0"
"313021",326800,23,31,236,8,7,"0"
"313027",326800,23,31,236,2,4,"0"
"313031",326800,23,27,236,7,7,"0"
"313039",326800,23,27,236,9,7,"0"
"313049",326800,23,27,236,2,4,"0"
"313053",326800,23,22,236,2,3,"1"
"313054",326800,23,27,236,2,4,"0"
"313065",326800,23,31,236,7,7,"0"
"313071",326800,53,27,236,2,4,"0"
"313072",326800,23,82,236,2,5,"0"
"313080",326800,23,27,236,2,4,"0"
"313085",326800,23,22,236,2,5,"0"
"313087",326800,23,22,236,2,4,"0"
"313089",326800,23,31,236,8,7,"0"
"313094",326800,23,27,236,2,5,"0"
"313099",326800,23,22,236,9,7,"0"
"313103",326800,23,31,236,8,7,"0"
"313109",326800,23,59,236,2,4,"0"
"313113",326800,23,34,236,7,7,"0"
"313115",326800,23,22,236,7,7,"0"
"313117",326800,23,31,236,2,4,"0"
"313119",326800,23,27,236,2,4,"0"
"313120",326800,23,31,236,2,3,"1"
"313121",326800,73,59,389,2,3,"1"
"313122",326800,73,27,389,2,3,"1"
"313126",326800,53,22,389,2,3,"1"
"313131",326800,160,31,236,2,3,"1"
"313136",326800,160,22,130,2,5,"0"
"313137",326800,160,27,21,2,4,"0"
"313142",326800,160,22,21,7,7,"0"
"313152",326800,160,177,21,2,4,"0"
"313157",326800,160,31,21,7,7,"0"
"313166",326800,160,27,21,7,7,"0"
"313168",326800,160,31,21,7,7,"0"
"313170",326800,23,40,71,2,4,"0"
"313174",326800,23,22,71,2,4,"0"
"313175",326800,23,22,71,2,4,"0"
"313176",326800,177,22,71,2,4,"0"
"313178",326800,73,22,389,2,4,"0"
"313179",326800,73,27,389,7,7,"0"
"313182",326800,73,22,389,2,3,"1"
"313183",326800,73,22,389,8,7,"0"
"313186",326800,73,31,389,7,7,"0"
"313188",326800,73,22,389,7,7,"0"
"313190",326800,73,22,389,2,3,"1"
"313191",326800,73,41,389,2,5,"0"
"313193",326800,73,22,389,7,7,"0"
"313201",326800,73,31,389,2,3,"1"
"313202",326800,73,22,389,2,4,"0"
"313204",326800,73,22,389,2,3,"1"
"313211",326800,73,22,389,8,7,"0"
"313223",326800,73,31,389,2,3,"1"
"313224",326800,73,22,389,2,4,"0"
"313227",326800,73,27,389,2,4,"0"
"313229",326800,73,27,389,8,7,"0"
"313237",326800,73,22,389,2,3,"1"
"313241",326800,73,22,389,2,4,"0"
"313247",326800,73,22,389,8,7,"0"
"313255",326800,73,27,389,2,4,"0"
"313256",326800,73,22,389,7,7,"0"
"313268",326800,73,31,389,2,4,"0"
"313273",326800,73,31,389,2,4,"0"
"313275",326800,73,31,389,2,4,"0"
"313282",326800,73,22,389,9,7,"0"
"313287",326800,73,22,389,7,7,"0"
"313298",326800,73,27,389,2,4,"0"
"313304",326800,73,27,389,7,7,"0"
"313310",326800,73,22,389,2,4,"0"
"313311",326800,73,31,389,2,5,"0"
"313315",326800,73,27,389,2,3,"1"
"313316",326800,73,22,389,7,7,"0"
"313324",326800,160,22,389,7,7,"0"
"313331",326800,73,83,389,1,7,"0"
"313340",326800,73,31,389,2,3,"1"
"313341",326800,73,31,389,2,3,"1"
"313346",326800,73,31,389,2,4,"0"
"313347",326800,73,83,389,9,7,"0"
"313363",326800,73,22,389,2,4,"0"
"313364",326800,73,22,389,2,4,"0"
"313369",326800,73,22,389,8,7,"0"
"313378",326800,73,31,389,2,3,"1"
"313380",326800,73,31,389,7,7,"0"
"313390",326800,73,22,389,7,7,"0"
"313405",326800,73,31,389,2,5,"0"
"313420",326800,73,27,389,2,5,"0"
"313432",326800,73,22,389,2,4,"0"
"313442",326800,73,54,389,2,5,"0"
"313457",326800,53,27,539,2,4,"0"
"313466",326800,53,31,539,7,7,"0"
"313476",326800,53,27,539,8,7,"0"
"313488",326800,53,22,539,7,7,"0"
"313499",326800,53,31,539,7,7,"0"
"313509",326800,53,40,539,2,4,"0"
"313515",326800,54,22,539,8,7,"0"
"313523",326800,53,31,539,2,4,"0"
"313526",326800,53,40,539,9,7,"0"
"313537",326800,53,40,539,2,5,"0"
"313538",326800,23,40,539,2,4,"0"
"313539",326800,53,45,539,7,7,"0"
"313549",326800,53,177,539,2,5,"0"
"313553",326800,53,27,539,2,4,"0"
"313557",326800,53,82,539,8,7,"0"
"313564",326800,53,31,539,7,7,"0"
"313571",326800,53,60,539,2,3,"1"
"313572",326800,53,31,539,2,3,"1"
"313573",326800,53,22,539,2,3,"1"
"313578",326800,53,22,539,2,3,"1"
"313581",326800,53,22,539,2,3,"1"
"313583",326800,53,31,539,2,3,"1"
"313584",326800,53,22,539,2,4,"0"
"313591",326800,53,22,539,2,5,"0"
"313598",326800,53,31,539,1,7,"0"
"313604",326800,53,31,539,7,7,"0"
"313614",326800,53,22,539,7,7,"0"
"313625",326800,53,40,539,7,7,"0"
"313637",326800,53,22,539,2,4,"0"
"313644",326800,53,27,539,8,7,"0"
"313654",326800,53,22,539,9,7,"0"
"313661",326800,53,59,539,2,4,"0"
"313669",326800,53,22,539,7,7,"0"
"313679",326800,54,40,539,9,7,"0"
"313682",326800,53,27,539,2,4,"0"
"313688",326800,54,22,539,2,4,"0"
"313692",326800,53,83,539,7,7,"0"
"313701",326800,53,82,539,2,4,"0"
"313705",326800,53,31,539,7,7,"0"
"313714",326800,53,22,539,2,4,"0"
"313720",326800,53,27,539,8,7,"0"
"313730",326800,53,22,539,7,7,"0"
"313739",326800,54,54,539,7,7,"0"
"313749",326800,53,27,539,2,4,"0"
"313751",326800,53,22,539,7,7,"0"
"313757",326800,53,22,539,3,7,"0"
"313759",326800,53,22,539,7,7,"0"
"313767",326800,53,22,539,2,4,"0"
"313769",326800,53,22,539,7,7,"0"
"313775",326800,53,22,539,8,7,"0"
"313781",326800,54,22,539,8,7,"0"
"313788",326800,53,31,539,2,5,"0"
"313792",326800,53,22,539,8,7,"0"
"313799",326800,53,40,539,9,7,"0"
"313805",326800,53,31,539,7,7,"0"
"313815",326800,53,27,539,2,4,"0"
"313819",326800,54,31,539,2,5,"0"
"313824",326800,54,22,539,8,7,"0"
"313831",326800,160,22,539,9,7,"0"
"313836",326800,160,22,539,8,7,"0"
"313841",326800,160,82,539,7,7,"0"
"313847",326800,53,31,539,7,7,"0"
"313851",326800,53,31,539,2,3,"1"
"313852",326800,53,22,539,1,7,"0"
"313854",326800,53,22,539,7,7,"0"
"313857",326800,53,31,539,7,7,"0"
"313860",326800,23,121,361,8,7,"0"
"313865",326800,23,22,361,2,4,"0"
"313866",326800,73,82,361,8,7,"0"
"313867",326800,23,66,361,7,7,"0"
"313868",326800,160,22,211,2,4,"0"
"313877",326800,160,27,211,7,7,"0"
"313890",326800,160,27,211,7,7,"0"
"313900",326800,160,40,211,7,7,"0"
"313909",326800,160,22,211,2,4,"0"
"313914",326800,160,22,211,8,7,"0"
"313923",326800,160,27,211,7,7,"0"
"313932",326800,160,27,211,2,4,"0"
"313937",326800,160,27,211,2,5,"0"
"313943",326800,160,27,211,2,5,"0"
"313949",326800,160,172,211,7,7,"0"
"313958",326800,160,31,211,2,4,"0"
"313962",326800,160,31,211,2,3,"1"
"313967",326800,160,22,211,2,4,"0"
"313973",326800,160,83,211,7,7,"0"
"313982",326800,160,40,211,3,7,"0"
"313989",326800,160,27,211,7,7,"0"
"313998",326800,160,27,211,2,4,"0"
"314005",326800,160,22,211,7,7,"0"
"314014",326800,160,27,211,2,4,"0"
"314018",326800,160,22,211,2,4,"0"
"314023",326800,160,22,211,1,7,"0"
"314031",326800,160,31,211,2,5,"0"
"314035",326800,160,87,211,7,7,"0"
"314043",326800,160,22,211,2,4,"0"
"314047",326800,160,31,211,8,7,"0"
"314055",326800,160,83,211,2,4,"0"
"314058",326800,160,22,211,2,4,"0"
"314062",326800,160,83,211,2,5,"0"
"314064",326800,160,22,211,9,7,"0"
"314070",326800,160,40,211,7,7,"0"
"314079",326800,160,27,211,2,4,"0"
"314082",326800,160,27,211,9,7,"0"
"314090",326800,160,22,211,2,4,"0"
"314093",326800,160,31,211,7,7,"0"
"314097",326800,160,31,211,1,7,"0"
"314101",326800,160,22,211,9,7,"0"
"314102",326800,160,34,211,7,7,"0"
"314104",326800,160,31,211,2,4,"0"
"314110",326800,160,31,211,8,7,"0"
"314120",326800,160,22,211,7,7,"0"
"314125",326800,160,31,211,2,3,"1"
"314127",33600,13,41,46,2,4,"0"
"314129",33600,13,22,46,2,4,"0"
"314133",33600,13,22,46,2,3,"1"
"314138",33600,13,40,46,2,4,"0"
"314145",33600,13,40,46,2,4,"0"
"314149",33600,13,44,46,2,4,"0"
"314151",33600,13,22,46,2,4,"0"
"314157",33600,13,41,46,1,7,"0"
"314164",33600,13,41,46,7,7,"0"
"314172",33600,13,81,46,2,4,"0"
"314175",33600,13,27,46,1,7,"0"
"314180",33600,13,40,46,1,7,"0"
"314185",33600,13,31,46,2,4,"0"
"314186",33600,13,22,46,2,4,"0"
"314189",33600,13,40,46,2,5,"0"
"314192",33600,13,40,46,2,3,"1"
"314193",33600,13,22,46,2,3,"1"
"314197",33600,13,31,46,1,7,"0"
"314201",33600,13,22,46,2,4,"0"
"314203",33600,13,44,46,2,4,"0"
"314205",33600,13,41,46,2,3,"1"
"314206",33600,13,41,46,2,4,"0"
"314210",33600,13,45,46,2,5,"0"
"314219",33600,13,31,46,2,4,"0"
"314222",33600,13,27,46,2,4,"0"
"314223",33600,13,40,46,1,7,"0"
"314229",33600,13,41,46,2,5,"0"
"314234",33600,13,31,46,1,7,"0"
"314238",33600,13,82,46,7,7,"0"
"314244",33600,165,22,46,2,3,"1"
"314245",33600,13,40,46,2,4,"0"
"314246",33600,13,40,46,2,5,"0"
"314247",33600,13,40,46,2,4,"0"
"314248",33600,13,41,46,2,4,"0"
"314255",33600,13,22,46,2,4,"0"
"314258",33600,13,41,46,2,4,"0"
"314261",33600,13,40,46,7,7,"0"
"314273",33600,13,40,46,2,4,"0"
"314274",33600,13,27,46,2,4,"0"
"314276",33600,13,40,46,3,7,"0"
"314284",33600,13,40,46,1,7,"0"
"314289",33600,13,41,46,2,4,"0"
"314290",33600,13,40,46,1,7,"0"
"314297",33600,13,40,46,2,4,"0"
"314298",33600,13,40,46,2,4,"0"
"314300",33600,13,22,46,2,4,"0"
"314302",33600,13,41,46,2,4,"0"
"314304",33600,13,31,46,2,4,"0"
"314307",33600,13,40,46,1,7,"0"
"314316",33600,13,40,46,2,4,"0"
"314318",33600,13,41,46,2,4,"0"
"314319",33600,13,40,46,1,7,"0"
"314321",33600,13,40,46,1,7,"0"
"314322",33600,13,82,46,1,7,"0"
"314323",33600,13,40,46,1,7,"0"
"314326",33600,13,22,46,1,7,"0"
"314329",33600,13,31,46,2,4,"0"
"314330",33600,178,31,46,2,4,"0"
"314331",33600,13,41,46,7,7,"0"
"314338",33600,13,82,46,3,7,"0"
"314344",33600,13,82,46,1,7,"0"
"314348",33600,13,31,46,1,7,"0"
"314351",33600,13,82,46,2,3,"1"
"314352",33600,13,40,46,2,5,"0"
"314353",33600,115,31,65,3,7,"0"
"314354",33600,13,40,65,1,7,"0"
"314355",33600,115,31,65,9,7,"0"
"314357",33600,115,82,65,9,7,"0"
"314363",33600,115,40,65,1,7,"0"
"314365",33600,115,31,65,1,7,"0"
"314370",33600,115,22,65,1,7,"0"
"314373",33600,115,82,65,9,7,"0"
"314374",33600,115,59,65,2,4,"0"
"314376",33600,115,31,65,1,7,"0"
"314377",33600,115,31,65,1,7,"0"
"314378",33600,115,40,65,1,7,"0"
"314379",33600,115,40,65,9,7,"0"
"314380",33600,115,27,65,2,5,"0"
"314381",33600,13,40,65,2,4,"0"
"314382",33600,115,31,65,2,4,"0"
"314384",33600,115,41,65,2,4,"0"
"314385",33600,21,31,65,2,4,"0"
"314386",33600,115,81,65,2,3,"1"
"314388",33600,115,82,65,2,3,"1"
"314392",33600,115,22,65,2,4,"0"
"314394",33600,115,60,65,2,4,"0"
"314396",33600,115,31,65,2,5,"0"
"314398",33600,115,41,65,1,7,"0"
"314405",33600,115,22,65,2,4,"0"
"314407",33600,115,27,65,2,4,"0"
"314408",33600,115,22,65,2,4,"0"
"314409",33600,115,40,65,2,4,"0"
"314410",33600,115,22,65,2,3,"1"
"314415",33600,115,82,65,2,4,"0"
"314417",33600,115,27,65,2,4,"0"
"314421",33600,115,81,65,2,4,"0"
"314422",33600,115,27,65,1,7,"0"
"314431",33600,115,22,65,2,4,"0"
"314437",33600,115,22,65,2,4,"0"
"314438",33600,115,41,65,2,4,"0"
"314442",33600,115,22,65,2,4,"0"
"314447",33600,115,22,65,2,4,"0"
"314449",33600,21,40,65,2,4,"0"
"314452",33600,115,45,65,2,3,"1"
"314453",33600,115,82,65,2,3,"1"
"314454",33600,115,31,65,7,7,"0"
"314460",33600,115,40,65,1,7,"0"
"314463",33600,115,40,65,1,7,"0"
"314466",33600,115,82,65,1,7,"0"
"314468",33600,115,31,65,2,4,"0"
"314472",33600,115,40,65,1,7,"0"
"314474",33600,115,31,65,1,7,"0"
"314477",33600,115,40,65,1,7,"0"
"314481",33600,115,31,65,3,7,"0"
"314483",33600,115,27,65,2,4,"0"
"314486",33600,115,31,65,2,4,"0"
"314488",33600,115,82,65,2,4,"0"
"314492",33600,115,54,65,2,3,"1"
"314498",33600,115,31,65,1,7,"0"
"314507",33600,115,40,65,2,4,"0"
"314511",33600,115,22,65,2,4,"0"
"314513",33600,115,31,65,1,7,"0"
"314521",33600,115,27,65,2,5,"0"
"314522",33600,115,40,65,2,5,"0"
"314527",33600,115,40,65,1,7,"0"
"314528",33600,115,54,65,7,7,"0"
"314529",33600,115,54,65,7,7,"0"
"314530",33600,216,27,488,1,7,"0"
"314533",33600,216,27,488,1,7,"0"
"314536",33600,216,82,488,2,4,"0"
"314537",33600,216,80,488,1,7,"0"
"314541",33600,216,27,488,3,7,"0"
"314546",33600,216,22,488,2,4,"0"
"314548",33600,216,40,488,2,4,"0"
"314549",33600,216,27,488,2,5,"0"
"314553",33600,216,82,488,2,3,"1"
"314555",33600,216,22,488,1,7,"0"
"314559",33600,216,82,488,7,7,"0"
"314572",33600,216,40,488,2,4,"0"
"314573",33600,216,27,488,2,4,"0"
"314576",33600,216,27,488,1,7,"0"
"314581",33600,216,27,488,2,4,"0"
"314584",33600,216,22,488,1,7,"0"
"314590",33600,216,40,488,2,4,"0"
"314593",33600,216,44,488,1,7,"0"
"314598",33600,216,44,488,2,4,"0"
"314600",33600,216,40,488,2,4,"0"
"314605",33600,216,27,488,2,4,"0"
"314615",33600,216,22,488,2,4,"0"
"314617",33600,216,40,488,7,7,"0"
"314625",33600,216,27,488,1,7,"0"
"314630",33600,216,27,488,1,7,"0"
"314636",33600,216,22,488,2,4,"0"
"314639",33600,216,82,488,2,3,"1"
"314642",33600,216,41,488,2,4,"0"
"314645",33600,216,27,488,2,4,"0"
"314648",33600,216,22,488,1,7,"0"
"314653",33600,216,22,488,9,7,"0"
"314656",33600,216,22,488,1,7,"0"
"314658",33600,216,31,488,3,7,"0"
"314660",33600,216,31,488,1,7,"0"
"314662",33600,142,41,317,2,4,"0"
"314667",33600,142,27,317,2,4,"0"
"314670",33600,142,66,317,2,5,"0"
"314673",33600,142,41,317,1,7,"0"
"314679",33600,142,40,317,2,4,"0"
"314680",33600,142,41,317,2,4,"0"
"314688",33600,142,27,317,2,5,"0"
"314692",33600,142,22,317,3,7,"0"
"314698",33600,142,27,317,2,4,"0"
"314701",33600,9,41,317,2,4,"0"
"314703",33600,142,40,317,3,7,"0"
"314710",33600,9,40,317,2,4,"0"
"314713",33600,142,22,317,2,4,"0"
"314721",33600,142,41,317,2,4,"0"
"314724",33600,142,41,317,2,4,"0"
"314727",33600,142,41,317,1,7,"0"
"314732",33600,142,40,317,2,4,"0"
"314735",33600,142,41,317,2,4,"0"
"314737",33600,142,22,317,2,4,"0"
"314742",33600,142,41,317,2,4,"0"
"314745",33600,142,41,317,3,7,"0"
"314750",33600,142,40,317,2,4,"0"
"314752",33600,142,41,317,1,7,"0"
"314757",33600,142,44,317,2,4,"0"
"314759",33600,142,22,317,2,4,"0"
"314762",33600,9,40,317,2,4,"0"
"314765",33600,142,40,317,2,4,"0"
"314768",33600,142,40,317,1,7,"0"
"314773",33600,142,22,317,1,7,"0"
"314782",33600,142,44,317,2,3,"1"
"314784",33600,142,81,317,2,4,"0"
"314787",33600,142,40,317,3,7,"0"
"314792",33600,142,22,317,2,4,"0"
"314795",33600,142,31,317,2,4,"0"
"314801",33600,142,41,317,2,3,"1"
"314802",33600,142,41,317,2,4,"0"
"314803",33600,142,41,317,2,4,"0"
"314804",33600,142,22,317,2,4,"0"
"314807",33600,142,40,317,2,3,"1"
"314811",33600,142,41,317,2,4,"0"
"314813",33600,142,27,317,2,4,"0"
"314814",33600,142,41,317,1,7,"0"
"314818",33600,142,44,317,2,5,"0"
"314820",33600,142,40,317,1,7,"0"
"314823",33600,142,40,317,2,4,"0"
"314824",33600,142,44,317,2,3,"1"
"314825",33600,142,41,317,2,3,"1"
"314826",33600,142,41,317,2,4,"0"
"314828",33600,142,40,317,9,7,"0"
"314834",33600,142,40,317,1,7,"0"
"314837",33600,142,40,317,2,4,"0"
"314840",33600,142,40,317,2,4,"0"
"314841",33600,142,22,317,2,3,"1"
"314842",33600,142,41,317,2,4,"0"
"314843",33600,142,40,317,7,7,"0"
"314849",33600,142,41,317,2,3,"1"
"314850",33600,142,40,317,2,3,"1"
"314852",33600,142,40,317,2,4,"0"
"314854",33600,142,41,317,1,7,"0"
"314859",33600,142,22,317,2,4,"0"
"314861",33600,142,40,317,2,4,"0"
"314862",33600,142,40,317,2,4,"0"
"314863",33600,142,44,317,2,3,"1"
"314864",33600,142,22,317,2,4,"0"
"314869",33600,142,22,317,2,5,"0"
"314872",33600,142,40,317,2,4,"0"
"314876",33600,142,40,317,2,4,"0"
"314880",33600,142,44,317,2,4,"0"
"314882",33600,142,27,317,2,4,"0"
"314885",33600,142,40,317,2,4,"0"
"314887",33600,142,22,317,1,7,"0"
"314888",33600,142,41,317,3,7,"0"
"314889",33600,142,41,317,2,4,"0"
"314891",33600,142,31,317,1,7,"0"
"314892",33600,142,41,317,7,7,"0"
"314895",33600,142,40,317,1,7,"0"
"314896",33600,142,40,317,7,7,"0"
"314901",33600,142,40,317,7,7,"0"
"314903",33600,142,40,317,7,7,"0"
"314905",33600,142,22,317,1,7,"0"
"314906",33600,142,41,317,1,7,"0"
"314907",33600,142,40,317,2,4,"0"
"314909",33600,142,40,317,3,7,"0"
"314911",33600,142,22,317,1,7,"0"
"314913",33600,142,31,317,7,7,"0"
"314917",33600,142,41,317,3,7,"0"
"314919",33600,142,41,317,1,7,"0"
"314923",33600,142,40,317,2,5,"0"
"314924",33600,142,31,317,9,7,"0"
"314927",33600,142,40,317,2,3,"1"
"314928",33600,142,41,317,2,3,"1"
"314929",33600,142,40,317,2,3,"1"
"314930",33600,142,41,317,1,7,"0"
"314932",33600,142,40,317,1,7,"0"
"314934",33600,142,41,317,1,7,"0"
"314936",33600,142,40,317,1,7,"0"
"314938",33600,142,40,317,1,7,"0"
"314941",33600,142,40,317,1,7,"0"
"314943",33600,142,41,317,1,7,"0"
"314945",33600,142,41,317,1,7,"0"
"314947",33600,142,22,317,1,7,"0"
"314949",33600,142,40,317,9,7,"0"
"314951",33600,142,40,317,1,7,"0"
"314954",33600,142,40,317,1,7,"0"
"314956",33600,142,40,317,1,7,"0"
"314959",33600,142,31,317,1,7,"0"
"314961",33600,142,22,317,1,7,"0"
"314963",33600,21,40,317,1,7,"0"
"314966",33600,142,40,317,3,7,"0"
"314967",33600,21,45,84,2,4,"0"
"314968",33600,21,22,84,2,4,"0"
"314969",33600,115,27,84,2,3,"1"
"314970",33600,9,40,84,2,4,"0"
"314971",33600,115,44,84,2,4,"0"
"314974",33600,9,40,84,2,4,"0"
"314975",33600,9,22,84,2,4,"0"
"314979",33600,9,22,84,2,3,"1"
"314981",33600,9,40,84,1,7,"0"
"314984",33600,9,40,84,2,4,"0"
"314989",33600,9,22,84,2,4,"0"
"314992",33600,9,40,84,3,7,"0"
"314995",33600,9,22,84,1,7,"0"
"314998",33600,9,40,84,2,5,"0"
"315006",33600,21,63,84,2,4,"0"
"315007",33600,9,22,84,2,5,"0"
"315008",33600,9,40,84,2,4,"0"
"315009",33600,142,45,84,2,4,"0"
"315013",33600,9,41,84,2,4,"0"
"315017",33600,21,40,84,2,4,"0"
"315018",33600,9,40,84,1,7,"0"
"315026",33600,9,40,84,2,4,"0"
"315029",33600,9,40,84,2,5,"0"
"315035",33600,9,40,84,2,4,"0"
"315039",33600,9,40,84,2,4,"0"
"315046",33600,9,40,84,2,4,"0"
"315049",33600,9,31,84,2,4,"0"
"315055",33600,9,22,84,1,7,"0"
"315063",33600,9,31,84,1,7,"0"
"315073",33600,142,41,84,2,4,"0"
"315079",33600,9,40,84,2,3,"1"
"315085",33600,9,41,84,2,4,"0"
"315089",33600,9,41,84,2,5,"0"
"315091",33600,21,66,84,2,4,"0"
"315092",33600,9,22,84,2,4,"0"
"315093",33600,9,60,84,7,7,"0"
"315095",33600,9,41,84,1,7,"0"
"315096",33600,9,31,84,3,7,"0"
"315097",33600,9,40,84,3,7,"0"
"315098",33600,9,40,84,3,7,"0"
"315099",33600,9,40,84,1,7,"0"
"315101",33600,9,40,84,2,4,"0"
"315102",33600,9,22,84,1,7,"0"
"315103",33600,9,40,84,9,7,"0"
"315105",33600,9,40,84,1,7,"0"
"315106",33600,9,40,84,1,7,"0"
"315107",33600,9,41,84,1,7,"0"
"315109",33600,9,41,84,2,3,"1"
"315110",33600,9,40,84,2,3,"1"
"315111",33600,9,31,84,3,7,"0"
"315113",33600,21,40,447,2,4,"0"
"315116",33600,21,31,447,2,4,"0"
"315117",33600,21,40,447,2,4,"0"
"315120",33600,21,41,447,2,4,"0"
"315121",33600,115,40,556,2,4,"0"
"315122",33600,115,41,556,2,4,"0"
"315123",33600,115,31,556,2,4,"0"
"315124",33600,142,44,556,2,4,"0"
"315125",33600,115,22,556,2,4,"0"
"315128",33600,216,31,556,2,4,"0"
"315129",33600,21,40,556,2,4,"0"
"315130",33600,142,40,556,3,7,"0"
"315134",33600,115,76,556,2,4,"0"
"315137",33600,9,66,556,2,4,"0"
"315138",33600,9,60,556,2,4,"0"
"315142",33600,13,40,556,2,4,"0"
"315143",33600,115,27,556,2,4,"0"
"315144",33600,115,40,556,2,4,"0"
"315146",33600,115,31,556,2,5,"0"
"315149",33600,115,40,556,2,4,"0"
"315151",33600,142,40,556,2,4,"0"
"315154",33600,21,40,270,2,3,"1"
"315155",33600,21,40,270,3,7,"0"
"315156",33600,21,31,270,1,7,"0"
"315157",33600,21,40,270,7,7,"0"
"315159",33600,21,41,270,2,5,"0"
"315161",33600,21,27,270,2,3,"1"
"315162",33600,21,44,270,3,7,"0"
"315167",33600,21,27,270,2,4,"0"
"315168",33600,21,44,270,1,7,"0"
"315172",33600,21,41,270,3,7,"0"
"315176",33600,21,44,270,2,4,"0"
"315177",33600,21,27,270,2,4,"0"
"315181",33600,21,31,270,2,3,"1"
"315182",33600,21,41,270,2,4,"0"
"315185",33600,21,22,270,2,3,"1"
"315186",33600,21,41,270,2,3,"1"
"315187",33600,21,41,270,2,3,"1"
