"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"42619",380700,68,121,575,2,5,"0"
"42622",380700,68,173,575,1,7,"0"
"42639",380700,204,173,575,1,7,"0"
"42650",380700,68,121,575,1,7,"0"
"42666",380700,68,173,575,2,4,"0"
"42670",380700,68,175,575,2,5,"0"
"42675",380700,22,121,575,2,4,"0"
"42679",380700,22,173,575,1,7,"0"
"42700",380700,68,173,575,1,7,"0"
"42721",380700,68,175,575,1,7,"0"
"42741",380700,22,173,575,1,7,"0"
"42761",380700,68,121,575,1,7,"0"
"42784",380700,22,175,575,1,7,"0"
"42807",380700,22,173,575,1,7,"0"
"42836",380700,68,173,575,1,7,"0"
"42860",380700,68,173,575,2,4,"0"
"42861",380700,204,121,575,2,5,"0"
"42864",380700,68,173,575,2,4,"0"
"42865",380700,68,121,575,2,5,"0"
"42873",380700,22,173,575,2,4,"0"
"42874",380700,22,121,575,2,4,"0"
"42879",380700,22,173,575,1,7,"0"
"42902",380700,22,121,575,2,4,"0"
"42909",380700,22,121,575,1,7,"0"
"42936",380700,22,122,575,1,7,"0"
"42958",380700,22,121,575,1,7,"0"
"42969",380700,22,173,575,1,7,"0"
"42994",380700,22,121,575,1,7,"0"
"43024",380700,68,121,575,1,7,"0"
"43041",380700,68,173,575,2,4,"0"
"43044",380700,68,173,575,1,7,"0"
"43053",380700,68,121,575,1,7,"0"
"43069",380700,68,90,575,2,4,"0"
"43070",380700,68,90,575,2,4,"0"
"43071",380700,68,173,575,2,4,"0"
"43075",380700,68,121,575,1,7,"0"
"43094",380700,22,173,575,1,7,"0"
"43120",380700,68,173,575,1,7,"0"
"43144",380700,68,173,575,1,7,"0"
"43171",380700,204,121,575,1,7,"0"
"43197",380700,22,121,575,2,4,"0"
"43212",380700,22,173,575,2,4,"0"
"43213",380700,68,173,575,2,4,"0"
"43230",380700,25,122,651,2,3,"1"
"43242",380700,68,122,113,1,7,"0"
"43261",380700,68,122,113,2,4,"0"
"43262",380700,68,90,113,1,7,"0"
"43291",380700,68,173,113,2,4,"0"
"43297",380700,68,173,113,1,7,"0"
"43321",380700,68,173,113,1,7,"0"
"43337",380700,68,121,113,2,4,"0"
"43338",380700,68,173,113,2,5,"0"
"43339",380700,68,173,113,1,7,"0"
"43358",380700,22,173,113,1,7,"0"
"43382",380700,68,173,113,1,7,"0"
"43407",380700,68,173,113,1,7,"0"
"43432",380700,68,90,113,1,7,"0"
"43459",380700,68,173,113,2,4,"0"
"43461",380700,68,173,113,1,7,"0"
"43481",380700,68,173,113,1,7,"0"
"43504",380700,68,173,113,1,7,"0"
"43525",380700,68,112,113,2,4,"0"
"43534",380700,68,173,113,2,4,"0"
"43541",380700,68,173,113,2,4,"0"
"43542",380700,68,90,113,2,4,"0"
"43549",380700,68,173,113,1,7,"0"
"43578",380700,68,173,113,1,7,"0"
"43599",380700,186,121,113,2,4,"0"
"43600",380700,68,121,113,1,7,"0"
"43627",380700,68,121,113,2,4,"0"
"43646",380700,68,173,113,1,7,"0"
"43670",380700,68,173,113,2,5,"0"
"43678",380700,68,173,113,1,7,"0"
"43707",380700,68,121,113,2,4,"0"
"43721",380700,22,173,113,1,7,"0"
"43748",380700,68,122,113,1,7,"0"
"43774",380700,204,121,113,2,5,"0"
"43776",380700,186,173,113,1,7,"0"
"43795",380700,68,173,113,1,7,"0"
"43816",380700,68,173,113,2,4,"0"
"43824",380700,68,121,113,2,5,"0"
"43832",380700,25,121,113,1,7,"0"
"43859",380700,68,121,113,1,7,"0"
"43884",380700,68,173,113,1,7,"0"
"43916",380700,186,173,113,1,7,"0"
"43931",380700,22,122,113,1,7,"0"
"43944",380700,22,121,113,1,7,"0"
"43975",380700,68,70,113,1,7,"0"
"43993",380700,204,121,113,1,7,"0"
"44024",380700,22,122,113,1,7,"0"
"44052",380700,68,121,113,1,7,"0"
"44075",380700,204,121,113,1,7,"0"
"44102",380700,68,173,113,1,7,"0"
"44125",380700,68,121,113,1,7,"0"
"44149",380700,68,90,113,2,4,"0"
"44157",380700,68,90,113,1,7,"0"
"44180",380700,68,173,113,1,7,"0"
"44198",380700,204,122,113,2,5,"0"
"44202",380700,22,173,113,1,7,"0"
"44230",380700,68,173,113,1,7,"0"
"44257",380700,22,121,113,2,4,"0"
"44258",380700,68,121,113,1,7,"0"
"44274",380700,22,121,113,2,5,"0"
"44280",380700,68,173,113,1,7,"0"
"44298",380700,68,173,113,2,4,"0"
"44308",380700,68,121,113,1,7,"0"
"44328",380700,22,121,113,1,7,"0"
"44349",380700,68,121,113,1,7,"0"
"44365",380700,204,121,113,1,7,"0"
"44388",380700,204,121,113,1,7,"0"
"44408",380700,204,122,113,1,7,"0"
"44423",380700,68,121,113,1,7,"0"
"44439",380700,68,173,113,1,7,"0"
"44453",380700,186,173,113,2,4,"0"
"44460",380700,204,121,113,1,7,"0"
"44487",380700,25,173,113,1,7,"0"
"44501",380700,25,133,113,1,7,"0"
"44521",380700,25,121,113,1,7,"0"
"44537",380700,204,133,113,2,4,"0"
"44540",380700,204,100,113,2,5,"0"
"44541",380700,22,122,113,2,5,"0"
"44543",380700,68,121,113,1,7,"0"
"44568",380700,204,173,113,1,7,"0"
"44592",380700,68,151,113,1,7,"0"
"44620",380700,22,173,113,2,5,"0"
"44626",380700,186,173,113,2,4,"0"
"44627",380700,25,121,113,2,3,"1"
"44634",380700,25,173,113,1,7,"0"
"44661",380700,204,173,113,2,5,"0"
"44670",380700,22,158,113,2,4,"0"
"44671",380700,186,121,113,1,7,"0"
"44689",380700,68,121,113,2,4,"0"
"44703",380700,68,173,113,1,7,"0"
"44727",380700,22,173,113,2,3,"1"
"44735",380700,204,173,113,2,4,"0"
"44742",380700,25,173,113,1,7,"0"
"44772",380700,68,173,113,1,7,"0"
"44796",380700,68,121,113,2,4,"0"
"44799",380700,68,173,113,1,7,"0"
"44820",380700,68,173,113,1,7,"0"
"44842",380700,186,173,113,2,5,"0"
"44846",380700,186,121,113,1,7,"0"
"44869",380700,186,121,113,2,4,"0"
"44870",380700,186,121,113,1,7,"0"
"44897",380700,68,173,113,1,7,"0"
"44922",380700,186,173,113,1,7,"0"
"44949",380700,68,121,113,1,7,"0"
"44973",380700,204,121,113,1,7,"0"
"44993",380700,68,173,113,2,4,"0"
"45000",380700,186,166,113,1,7,"0"
"45015",380700,186,173,113,2,4,"0"
"45016",380700,68,173,113,1,7,"0"
"45037",380700,186,173,113,2,4,"0"
"45038",380700,68,121,113,2,5,"0"
"45046",380700,68,173,113,2,4,"0"
"45056",380700,68,173,113,1,7,"0"
"45067",380700,68,122,473,1,7,"0"
"45100",380700,22,173,132,1,7,"0"
"45128",380700,68,173,132,1,7,"0"
"45158",380700,204,173,132,2,4,"0"
"45159",380700,68,173,132,2,4,"0"
"45169",380700,68,90,132,2,4,"0"
"45172",380700,68,121,132,1,7,"0"
"45187",380700,68,173,132,2,4,"0"
"45208",380700,68,121,132,1,7,"0"
"45229",380700,68,173,132,2,4,"0"
"45241",380700,68,122,132,1,7,"0"
"45257",380700,68,173,132,2,4,"0"
"45264",380700,22,133,132,2,4,"0"
"45268",380700,22,173,132,1,7,"0"
"45283",380700,22,173,132,2,4,"0"
"45288",380700,68,122,132,2,4,"0"
"45297",380700,186,121,132,2,4,"0"
"45298",380700,186,173,132,2,4,"0"
"45300",380700,68,173,132,1,7,"0"
"45327",380700,68,173,132,1,7,"0"
"45355",380700,68,90,132,1,7,"0"
"45379",380700,68,121,132,1,7,"0"
"45399",380700,68,173,132,2,4,"0"
"45401",380700,68,121,132,1,7,"0"
"45427",380700,68,121,132,2,4,"0"
"45428",380700,68,173,132,1,7,"0"
"45452",380700,68,173,132,1,7,"0"
"45468",380700,68,173,132,1,7,"0"
"45493",380700,186,173,132,2,4,"0"
"45511",380700,68,173,132,1,7,"0"
"45535",380700,68,90,132,2,4,"0"
"45537",380700,68,90,132,1,7,"0"
"45555",380700,68,122,132,2,4,"0"
"45559",380700,68,173,132,1,7,"0"
"45586",380700,68,173,132,2,5,"0"
"45599",380700,68,90,132,1,7,"0"
"45627",380700,68,173,132,2,4,"0"
"45639",380700,68,173,132,1,7,"0"
"45665",380700,68,173,132,2,5,"0"
"45670",380700,68,173,132,1,7,"0"
"45684",380700,68,121,132,1,7,"0"
"45712",380700,68,173,132,1,7,"0"
"45738",380700,68,173,132,2,5,"0"
"45746",380700,186,173,132,2,4,"0"
"45753",380700,68,173,132,1,7,"0"
"45773",380700,68,122,132,2,4,"0"
"45780",380700,68,121,132,1,7,"0"
"45807",380700,68,90,132,2,4,"0"
"45808",380700,186,173,132,1,7,"0"
"45837",380700,68,122,132,1,7,"0"
"45864",380700,68,112,132,1,7,"0"
"45891",380700,186,90,132,2,3,"1"
"45894",380700,68,121,132,2,5,"0"
"45900",380700,68,121,132,1,7,"0"
"45930",380700,186,173,132,1,7,"0"
"45949",380700,68,121,132,1,7,"0"
"45971",380700,68,86,132,1,7,"0"
"45983",380700,68,121,132,2,4,"0"
"45985",380700,68,90,132,1,7,"0"
"46013",380700,68,121,132,1,7,"0"
"46040",380700,68,173,132,2,4,"0"
"46048",380700,68,173,132,1,7,"0"
"46077",380700,68,173,132,2,4,"0"
"46084",380700,68,121,132,2,4,"0"
"46085",380700,186,90,132,1,7,"0"
"46102",380700,68,173,132,1,7,"0"
"46127",380700,186,173,132,2,5,"0"
"46133",380700,68,173,132,2,4,"0"
"46152",380700,68,173,132,1,7,"0"
"46176",380700,68,173,132,2,4,"0"
"46177",380700,68,121,132,1,7,"0"
"46203",380700,68,156,132,1,7,"0"
"46225",380700,68,121,132,2,5,"0"
"46227",380700,68,121,132,1,7,"0"
"46254",380700,68,121,132,1,7,"0"
"46266",380700,186,173,132,1,7,"0"
"46296",380700,68,173,132,1,7,"0"
"46320",380700,68,121,132,1,7,"0"
"46329",380700,186,121,132,2,4,"0"
"46330",380700,68,122,132,1,7,"0"
"46355",380700,68,121,132,2,4,"0"
"46356",380700,68,173,132,1,7,"0"
"46381",380700,186,173,132,2,5,"0"
"46390",380700,186,173,132,1,7,"0"
"46419",380700,186,173,132,1,7,"0"
"46441",380700,25,121,132,1,7,"0"
"46466",380700,186,121,132,2,5,"0"
"46472",380700,22,173,132,2,5,"0"
"46475",380700,204,173,132,1,7,"0"
"46494",380700,68,122,132,2,5,"0"
"46499",380700,22,173,132,2,5,"0"
"46505",380700,68,121,132,2,4,"0"
"46506",380700,22,173,132,2,5,"0"
"46513",380700,186,90,132,2,4,"0"
"46515",380700,186,121,132,2,5,"0"
"46522",380700,186,121,132,2,5,"0"
"46529",380700,68,121,132,1,7,"0"
"46552",380700,186,90,132,2,4,"0"
"46553",380700,186,121,132,1,7,"0"
"46578",380700,186,121,132,1,7,"0"
"46607",380700,68,121,132,2,5,"0"
"46616",380700,204,173,132,2,4,"0"
"46620",380700,68,90,132,1,7,"0"
"46643",380700,204,173,132,1,7,"0"
"46654",380700,204,173,132,2,4,"0"
"46656",380700,204,173,132,2,4,"0"
"46658",380700,68,90,132,1,7,"0"
"46678",380700,68,173,132,1,7,"0"
"46694",380700,204,173,132,1,7,"0"
"46711",380700,68,90,132,1,7,"0"
"46725",380700,68,121,132,2,4,"0"
"46729",380700,68,87,132,2,4,"0"
"46737",380700,204,121,132,1,7,"0"
"46758",380700,204,173,132,1,7,"0"
"46774",380700,68,121,132,1,7,"0"
"46788",380700,68,173,132,1,7,"0"
"46806",380700,68,173,132,1,7,"0"
"46831",380700,186,173,132,1,7,"0"
"46845",380700,68,90,132,2,5,"0"
"46849",380700,186,121,132,1,7,"0"
"46871",380700,68,173,132,2,5,"0"
"46876",380700,68,121,132,2,5,"0"
"46881",380700,204,121,132,2,4,"0"
"46882",380700,22,121,132,1,7,"0"
"46896",380700,204,122,132,1,7,"0"
"46912",380700,204,121,132,1,7,"0"
"46924",380700,68,122,132,2,5,"0"
"46938",380700,204,121,132,1,7,"0"
"46950",380700,68,121,132,2,5,"0"
"46954",380700,204,121,132,1,7,"0"
"46974",380700,68,90,132,2,4,"0"
"46975",380700,186,95,132,1,7,"0"
"46988",380700,68,121,132,2,4,"0"
"46989",380700,68,173,132,1,7,"0"
"47008",380700,68,173,132,1,7,"0"
"47019",380700,186,121,132,2,4,"0"
"47021",380700,68,173,132,1,7,"0"
"47031",380700,204,173,525,2,4,"0"
"47038",380700,68,173,525,1,7,"0"
"47055",380700,68,121,525,1,7,"0"
"47073",380700,25,121,525,1,7,"0"
"47095",380700,22,121,525,2,4,"0"
"47096",380700,68,173,525,1,7,"0"
"47117",380700,22,100,525,2,4,"0"
"47118",380700,68,122,525,2,4,"0"
"47119",380700,68,121,525,2,4,"0"
"47121",381400,129,122,139,2,4,"0"
"47129",381400,129,173,139,2,4,"0"
"47138",381400,129,172,438,1,7,"0"
"47151",381400,129,121,438,1,7,"0"
"47166",381400,129,173,438,1,7,"0"
"47179",381400,129,173,438,1,7,"0"
"47196",381400,129,121,438,2,4,"0"
"47198",381400,129,173,438,1,7,"0"
"47210",381400,208,121,438,1,7,"0"
"47230",381400,70,121,438,1,7,"0"
"47243",381400,129,121,438,2,4,"0"
"47249",381400,129,173,438,2,4,"0"
"47255",381400,129,173,438,2,4,"0"
"47258",381400,129,172,438,1,7,"0"
"47272",381400,129,166,438,1,7,"0"
"47281",381400,129,173,438,2,4,"0"
"47296",381400,129,121,438,1,7,"0"
"47312",381400,129,173,438,2,4,"0"
"47324",381400,208,172,438,1,7,"0"
"47337",381400,129,173,438,2,4,"0"
"47344",381400,129,173,438,2,4,"0"
"47347",381400,129,173,438,2,3,"1"
"47351",381400,129,173,438,1,7,"0"
"47363",381400,129,121,438,1,7,"0"
"47372",381400,208,173,438,2,4,"0"
"47376",381400,129,173,438,1,7,"0"
"47393",381400,129,121,438,1,7,"0"
"47411",381400,129,173,438,1,7,"0"
"47428",381400,129,173,438,1,7,"0"
"47442",381400,129,173,438,1,7,"0"
"47451",381400,129,121,438,2,3,"1"
"47455",381400,129,171,438,1,7,"0"
"47471",381400,129,121,438,2,4,"0"
"47477",381400,129,121,438,2,4,"0"
"47478",381400,129,173,438,2,4,"0"
"47479",381400,129,121,438,2,4,"0"
"47494",381400,129,173,438,2,4,"0"
"47506",381400,129,173,438,2,4,"0"
"47521",381400,129,121,438,1,7,"0"
"47539",381400,176,121,438,2,4,"0"
"47549",381400,129,170,438,1,7,"0"
"47567",381400,129,173,438,2,4,"0"
"47569",381400,129,133,438,2,4,"0"
"47577",381400,129,173,438,2,5,"0"
"47590",381400,70,121,438,1,7,"0"
"47604",381400,129,175,438,1,7,"0"
"47617",381400,129,173,438,1,7,"0"
"47628",381400,189,157,438,1,7,"0"
"47646",381400,129,173,438,2,4,"0"
"47656",381400,129,156,438,2,4,"0"
"47666",381400,176,156,438,2,4,"0"
"47668",381400,176,173,438,2,4,"0"
"47680",381400,176,121,438,1,7,"0"
"47693",381400,129,173,438,1,7,"0"
"47707",381400,129,173,438,2,4,"0"
"47715",381400,189,173,438,2,4,"0"
"47718",381400,189,173,501,2,5,"0"
"47719",381400,189,173,501,1,7,"0"
"47733",381400,189,121,501,2,4,"0"
"47747",381400,189,173,501,2,5,"0"
"47748",381400,189,121,501,1,7,"0"
"47764",381400,189,121,501,2,4,"0"
"47781",381400,189,121,501,2,4,"0"
"47782",381400,189,156,501,2,4,"0"
"47794",381400,189,172,501,2,4,"0"
"47795",381400,189,173,501,2,4,"0"
"47800",381400,189,121,501,2,4,"0"
"47808",381400,189,121,501,2,4,"0"
"47816",381400,189,121,501,2,4,"0"
"47826",381400,189,173,501,2,4,"0"
"47833",381400,189,121,501,2,4,"0"
"47834",381400,189,156,501,1,7,"0"
"47847",381400,208,121,501,1,7,"0"
"47865",381400,208,121,501,1,7,"0"
"47883",381400,208,173,327,1,7,"0"
"47908",381400,208,173,602,9,2,"0"
"47921",381400,129,173,470,2,4,"0"
"47927",381400,129,121,470,2,4,"0"
"47934",381400,129,121,470,2,4,"0"
"47947",381400,129,173,470,2,4,"0"
"47956",381400,129,173,470,2,4,"0"
"47964",381400,129,173,470,2,4,"0"
"47977",381400,129,173,470,2,5,"0"
"47995",381400,129,121,470,1,7,"0"
"48016",381400,189,121,470,2,3,"1"
"48022",381400,129,122,470,2,4,"0"
"48031",381400,70,157,470,2,4,"0"
"48049",381400,129,173,470,1,7,"0"
"48069",381400,208,173,470,1,7,"0"
"48085",381400,129,173,470,2,5,"0"
"48097",381400,176,156,470,1,7,"0"
"48106",381400,208,121,470,2,4,"0"
"48107",381400,189,121,470,2,5,"0"
"48123",381400,129,173,470,2,4,"0"
"48140",381400,176,173,470,1,7,"0"
"48156",381400,129,173,470,2,3,"1"
"48157",381400,189,121,470,1,7,"0"
"48169",381400,129,121,470,2,4,"0"
"48183",381400,208,173,470,1,7,"0"
"48197",381400,129,173,470,2,4,"0"
"48207",381400,129,173,470,2,4,"0"
"48222",381400,208,121,470,2,4,"0"
"48224",381400,208,173,470,1,7,"0"
"48241",381400,208,173,470,2,4,"0"
"48245",381400,176,173,470,1,7,"0"
"48265",381400,129,121,470,2,4,"0"
"48275",381400,176,121,470,2,4,"0"
"48283",381400,208,173,470,2,4,"0"
"48294",381400,176,121,470,2,4,"0"
"48301",381400,208,121,470,1,7,"0"
"48319",381400,208,121,470,2,4,"0"
"48320",381400,208,121,470,1,7,"0"
"48339",381400,129,121,470,1,7,"0"
"48350",381400,208,121,470,2,4,"0"
"48361",381400,70,173,470,2,3,"1"
"48366",381400,189,121,426,1,7,"0"
"48381",381400,176,122,426,2,4,"0"
"48382",381400,189,121,426,2,4,"0"
"48393",381400,189,122,426,2,5,"0"
"48395",381400,176,122,426,2,4,"0"
"48402",381400,208,121,426,1,7,"0"
"48420",381400,208,173,426,2,5,"0"
"48422",381400,208,121,426,1,7,"0"
"48435",381400,208,171,426,1,7,"0"
"48452",381400,208,173,426,2,4,"0"
"48462",381400,208,121,426,2,4,"0"
"48463",381400,189,121,406,2,5,"0"
"48469",381400,189,173,406,2,4,"0"
"48482",381400,189,122,406,1,7,"0"
"48498",381400,189,174,406,1,7,"0"
"48509",381400,189,122,406,2,4,"0"
"48525",381400,189,173,406,1,7,"0"
"48547",104800,55,31,202,2,4,"0"
"48554",104800,55,31,571,2,5,"0"
"48556",104800,55,32,571,2,4,"0"
"48565",104800,55,50,571,2,4,"0"
"48574",104800,55,50,571,2,4,"0"
"48580",104800,55,36,571,2,3,"1"
"48581",104800,55,40,571,2,4,"0"
"48591",104800,55,31,571,2,3,"1"
"48592",104800,55,36,571,2,3,"1"
"48593",104800,55,40,571,2,4,"0"
"48595",104800,55,22,571,2,3,"1"
"48596",104800,55,40,571,2,3,"1"
"48597",104800,46,40,571,2,4,"0"
"48598",104800,55,40,571,2,4,"0"
"48603",104800,55,40,571,2,4,"0"
"48605",104800,55,40,571,2,4,"0"
"48609",104800,55,22,571,2,5,"0"
"48612",104800,55,31,571,2,4,"0"
"48616",104800,55,40,571,2,4,"0"
"48626",104800,55,59,571,2,4,"0"
"48630",104800,55,22,571,2,5,"0"
"48638",104800,55,41,571,2,4,"0"
"48647",104800,55,41,571,2,4,"0"
"48651",104800,55,41,571,2,4,"0"
"48652",104800,55,40,571,2,4,"0"
"48657",104800,46,40,571,2,4,"0"
"48659",104800,55,40,571,2,4,"0"
"48660",104800,55,41,571,2,4,"0"
"48664",104800,55,40,616,2,4,"0"
"48665",104800,55,41,616,2,4,"0"
"48669",104800,55,41,616,2,5,"0"
"48675",104800,46,40,616,2,4,"0"
"48679",104800,55,31,616,1,7,"0"
"48690",104800,55,40,616,2,4,"0"
"48698",104800,55,22,616,2,4,"0"
"48701",104800,55,40,616,2,4,"0"
"48703",104800,55,22,616,2,4,"0"
"48706",104800,46,41,616,2,4,"0"
"48709",104800,55,40,616,2,4,"0"
"48716",104800,46,40,616,2,4,"0"
"48721",104800,46,40,616,2,4,"0"
"48728",104800,55,22,616,2,4,"0"
"48732",104800,46,40,616,2,4,"0"
"48734",104800,55,22,616,1,7,"0"
"48741",104800,46,40,616,2,4,"0"
"48742",104800,55,31,616,2,4,"0"
"48743",104800,55,40,616,2,4,"0"
"48746",104800,46,22,616,2,4,"0"
"48748",104800,55,40,616,1,7,"0"
"48758",104800,46,31,616,2,4,"0"
"48762",104800,46,50,616,1,7,"0"
"48770",104800,55,50,616,2,4,"0"
"48774",104800,55,22,616,2,3,"1"
"48775",104800,55,31,616,2,4,"0"
"48785",104800,46,36,616,2,4,"0"
"48808",104800,46,36,616,2,4,"0"
"48811",104800,55,36,616,2,3,"1"
"48813",104800,55,36,616,2,3,"1"
"48814",104800,55,36,616,2,3,"1"
"48815",104800,55,31,616,2,4,"0"
"48821",104800,55,44,616,2,4,"0"
"48822",104800,55,40,616,2,4,"0"
"48823",104800,55,41,616,2,5,"0"
"48827",104800,46,40,616,1,7,"0"
"48837",104800,46,40,616,2,4,"0"
"48844",104800,55,40,616,2,3,"1"
"48845",104800,55,41,616,2,4,"0"
"48851",104800,55,41,616,2,4,"0"
"48854",104800,55,50,616,2,3,"1"
"48855",104800,55,50,616,2,4,"0"
"48870",104800,55,47,616,2,4,"0"
"48873",104800,55,22,616,2,4,"0"
"48876",104800,46,40,616,2,4,"0"
"48879",104800,55,40,616,2,4,"0"
"48880",104800,55,22,616,1,7,"0"
"48889",104800,55,40,616,2,4,"0"
"48894",104800,55,40,616,2,4,"0"
"48897",104800,46,40,616,2,4,"0"
"48898",104800,55,40,616,2,5,"0"
"48904",104800,55,41,616,2,4,"0"
"48908",104800,46,41,616,2,4,"0"
"48910",104800,55,31,616,2,4,"0"
"48913",104800,55,41,616,2,4,"0"
"48917",104800,55,41,616,1,7,"0"
"48929",104800,55,41,616,2,4,"0"
"48930",104800,55,41,645,1,7,"0"
"48939",104800,55,40,645,2,4,"0"
"48949",104800,55,40,645,1,7,"0"
"48961",104800,55,40,645,1,7,"0"
"48971",104800,55,40,645,1,7,"0"
"48977",104800,55,41,645,2,4,"0"
"48984",104800,55,50,532,2,4,"0"
"48991",104800,55,31,532,2,4,"0"
"48992",104800,55,36,441,2,4,"0"
"49000",104800,55,36,441,2,4,"0"
"49007",104800,46,44,441,2,5,"0"
"49014",104800,55,41,441,2,3,"1"
"49015",104800,55,31,441,2,5,"0"
"49020",104800,46,45,441,2,4,"0"
"49025",104800,46,40,441,2,4,"0"
"49029",104800,46,40,441,2,5,"0"
"49036",104800,46,40,441,2,4,"0"
"49040",104800,46,40,441,2,4,"0"
"49043",104800,55,40,441,2,3,"1"
"49044",104800,55,40,441,2,4,"0"
"49049",104800,55,70,441,2,4,"0"
"49051",104800,46,40,441,2,4,"0"
"49059",104800,55,31,441,2,4,"0"
"49062",104800,55,40,441,2,4,"0"
"49065",104800,55,41,441,2,4,"0"
"49068",104800,55,41,441,2,4,"0"
"49074",104800,55,41,441,1,7,"0"
"49081",104800,46,41,441,2,4,"0"
"49086",104800,55,41,441,2,3,"1"
"49088",104800,55,40,441,1,7,"0"
"49098",104800,46,40,441,2,3,"1"
"49099",104800,55,40,441,2,3,"1"
"49100",104800,55,31,441,2,3,"1"
"49101",104800,55,41,441,1,7,"0"
"49114",104800,46,41,441,2,3,"1"
"49115",104800,55,40,441,2,4,"0"
"49116",104800,46,41,441,2,5,"0"
"49120",104800,55,40,441,2,4,"0"
"49124",104800,55,40,441,2,5,"0"
"49131",104800,46,31,441,2,4,"0"
"49140",104800,55,40,441,2,4,"0"
"49143",104800,46,40,441,2,4,"0"
"49147",104800,46,40,441,1,7,"0"
"49159",104800,55,40,441,2,4,"0"
"49165",104800,46,41,441,2,4,"0"
"49168",104800,46,41,441,2,5,"0"
"49174",104800,55,40,441,2,4,"0"
"49176",104800,55,40,441,2,5,"0"
"49178",104800,46,41,441,2,4,"0"
"49185",104800,46,41,441,1,7,"0"
"49193",104800,46,40,441,2,4,"0"
"49199",104800,46,40,441,2,4,"0"
"49203",104800,55,40,441,2,4,"0"
"49208",104800,46,40,441,1,7,"0"
"49217",104800,46,40,441,2,5,"0"
"49221",104800,46,40,441,2,4,"0"
"49229",104800,55,40,441,2,4,"0"
"49233",104800,46,41,441,2,4,"0"
"49234",104800,46,40,441,2,4,"0"
"49236",104800,55,40,441,2,5,"0"
"49243",104800,46,50,441,2,4,"0"
"49251",104800,46,47,441,2,3,"1"
"49253",104800,55,50,441,2,3,"1"
"49255",104800,55,46,441,2,4,"0"
"49256",104800,46,50,441,2,4,"0"
"49260",104800,55,47,441,2,3,"1"
"49261",104800,55,45,441,2,4,"0"
"49262",104800,55,32,441,2,4,"0"
"49264",104800,46,50,441,1,7,"0"
"49275",104800,55,38,441,2,3,"1"
"49277",104800,55,46,441,2,5,"0"
"49279",104800,55,50,441,2,5,"0"
"49291",104800,55,31,441,2,4,"0"
"49296",104800,55,40,441,2,5,"0"
"49298",104800,46,41,441,2,4,"0"
"49302",104800,55,41,441,1,7,"0"
"49310",104800,46,40,441,2,5,"0"
"49317",104800,55,41,441,2,4,"0"
"49322",104800,55,41,441,2,4,"0"
"49323",104800,46,41,441,2,5,"0"
"49325",104800,55,41,441,2,4,"0"
"49327",104800,55,41,441,2,4,"0"
"49335",104800,55,41,441,2,4,"0"
"49336",104800,46,41,441,2,5,"0"
"49339",104800,46,41,441,2,4,"0"
"49342",104800,46,40,441,2,4,"0"
"49344",104800,46,40,441,2,4,"0"
"49347",104800,55,40,441,1,7,"0"
"49359",104800,55,31,441,2,4,"0"
"49360",104800,46,41,441,1,7,"0"
"49369",104800,46,40,441,2,4,"0"
"49371",104800,46,41,441,2,4,"0"
"49376",104800,46,31,441,2,4,"0"
"49378",104800,46,41,441,2,4,"0"
"49379",104800,55,40,441,2,4,"0"
"49387",104800,55,40,441,2,4,"0"
"49389",104800,55,40,441,2,4,"0"
"49391",104800,46,41,441,2,4,"0"
"49393",104800,46,22,441,2,4,"0"
"49398",104800,46,41,441,2,4,"0"
"49401",104800,46,31,441,2,4,"0"
"49405",104800,55,40,441,2,4,"0"
"49415",104800,55,40,441,2,3,"1"
"49416",122900,134,40,351,2,4,"0"
"49417",122900,134,40,351,2,4,"0"
"49426",122900,228,40,351,2,3,"1"
"49430",122900,182,40,351,2,3,"1"
"49436",122900,134,41,351,2,4,"0"
"49442",122900,134,40,351,1,7,"0"
"49452",122900,134,31,351,2,4,"0"
"49460",122900,134,40,351,2,4,"0"
"49467",122900,134,40,351,2,4,"0"
"49475",122900,134,31,351,2,4,"0"
"49482",122900,134,40,351,2,3,"1"
"49484",122900,134,27,351,2,4,"0"
"49492",122900,134,40,351,2,3,"1"
"49493",122900,109,40,351,2,5,"0"
"49498",122900,134,40,351,2,4,"0"
"49504",122900,134,41,351,2,4,"0"
"49514",122900,134,40,351,2,4,"0"
"49522",122900,134,41,351,2,5,"0"
"49528",122900,51,22,351,2,4,"0"
"49534",122900,134,22,351,2,4,"0"
"49540",122900,228,36,351,2,3,"1"
"49541",122900,182,45,351,2,3,"1"
"49542",122900,134,30,351,2,4,"0"
"49551",122900,134,40,351,2,4,"0"
"49563",122900,162,22,351,2,3,"1"
"49564",122900,228,36,351,2,3,"1"
"49565",122900,134,40,351,2,4,"0"
"49573",122900,162,22,351,2,3,"1"
"49576",122900,134,31,351,2,4,"0"
"49582",122900,134,36,351,2,4,"0"
"49589",122900,51,40,351,2,4,"0"
"49599",122900,109,45,174,2,4,"0"
"49602",122900,109,22,174,2,4,"0"
"49611",122900,109,41,174,1,7,"0"
"49618",122900,109,45,174,1,7,"0"
"49624",122900,109,41,174,2,4,"0"
"49628",122900,109,45,174,2,4,"0"
"49632",122900,109,22,174,2,5,"0"
"49639",122900,109,27,174,2,4,"0"
"49645",122900,109,44,174,2,4,"0"
"49648",122900,134,22,174,1,7,"0"
"49654",122900,109,40,174,1,7,"0"
